positive, negative, cool, BID, funny, stars, date,type,useful
3,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 2, 2014-12-27, review, 0, 
0,0,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2014-12-29, review, 0, 
8,4,0, wHi8ODv7TGmeUB02XoX-mA, 0, 4, 2015-01-01, review, 0, 
7,2,0, wHi8ODv7TGmeUB02XoX-mA, 0, 3, 2015-01-02, review, 0, 
3,5,0, wHi8ODv7TGmeUB02XoX-mA, 0, 1, 2015-01-04, review, 0, 
16,0,2, J7I85lTCEGr9-qp6AXPUjQ, 2, 5, 2008-12-02, review, 4, 
4,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2009-01-24, review, 1, 
7,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2011-02-08, review, 1, 
2,2,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2011-08-29, review, 2, 
1,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2011-10-24, review, 0, 
7,1,5, J7I85lTCEGr9-qp6AXPUjQ, 1, 5, 2011-11-03, review, 6, 
8,2,0, J7I85lTCEGr9-qp6AXPUjQ, 1, 4, 2011-11-27, review, 1, 
2,1,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2011-12-08, review, 2, 
5,7,3, J7I85lTCEGr9-qp6AXPUjQ, 4, 4, 2011-12-08, review, 3, 
5,2,3, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2012-01-10, review, 2, 
11,5,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2012-05-02, review, 1, 
5,3,2, J7I85lTCEGr9-qp6AXPUjQ, 1, 5, 2012-06-08, review, 2, 
4,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2012-07-09, review, 1, 
6,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2012-07-17, review, 0, 
3,2,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2012-08-27, review, 1, 
1,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2012-11-21, review, 1, 
1,2,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 3, 2012-12-03, review, 0, 
8,2,2, J7I85lTCEGr9-qp6AXPUjQ, 1, 4, 2013-02-06, review, 2, 
2,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-02-08, review, 0, 
9,5,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 3, 2013-03-14, review, 0, 
7,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-05-22, review, 0, 
2,1,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2013-06-12, review, 3, 
5,1,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-06-19, review, 0, 
2,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2013-07-01, review, 0, 
1,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-07-17, review, 0, 
4,1,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-08-22, review, 2, 
0,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2013-08-28, review, 0, 
10,0,1, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-08-28, review, 2, 
8,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 3, 2013-09-09, review, 0, 
7,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2013-09-23, review, 0, 
0,2,1, J7I85lTCEGr9-qp6AXPUjQ, 1, 2, 2013-09-28, review, 1, 
6,2,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2013-11-16, review, 0, 
7,2,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-01-14, review, 1, 
3,4,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2014-04-22, review, 0, 
5,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-06-18, review, 0, 
2,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2014-07-11, review, 0, 
3,3,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-07-28, review, 0, 
2,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-08-17, review, 0, 
5,1,4, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-11-03, review, 5, 
7,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 4, 2014-11-04, review, 1, 
3,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-11-12, review, 0, 
4,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 5, 2014-11-17, review, 0, 
3,0,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 2, 2014-12-08, review, 0, 
1,1,0, J7I85lTCEGr9-qp6AXPUjQ, 0, 1, 2014-12-10, review, 0, 
5,4,0, DHAq_WmQwjk7gviKXwqnjg, 0, 2, 2010-11-02, review, 1, 
2,3,1, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2011-09-06, review, 1, 
3,1,1, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2011-12-19, review, 3, 
0,0,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2012-09-16, review, 0, 
12,3,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2013-02-02, review, 2, 
6,2,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2013-03-06, review, 1, 
2,0,0, DHAq_WmQwjk7gviKXwqnjg, 0, 3, 2013-09-15, review, 0, 
0,0,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-01-21, review, 0, 
12,2,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-03-16, review, 0, 
9,2,1, DHAq_WmQwjk7gviKXwqnjg, 1, 4, 2014-05-23, review, 2, 
2,0,0, DHAq_WmQwjk7gviKXwqnjg, 0, 5, 2014-05-24, review, 0, 
7,6,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-06-15, review, 0, 
4,0,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-07-04, review, 0, 
4,0,1, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-08-17, review, 1, 
2,1,0, DHAq_WmQwjk7gviKXwqnjg, 0, 4, 2014-09-09, review, 0, 
6,0,3, shrMOQmX_SX-KualwYoAzA, 2, 3, 2011-05-09, review, 3, 
3,6,0, shrMOQmX_SX-KualwYoAzA, 1, 2, 2011-07-21, review, 2, 
0,1,0, shrMOQmX_SX-KualwYoAzA, 0, 3, 2012-12-02, review, 0, 
3,1,1, shrMOQmX_SX-KualwYoAzA, 1, 3, 2013-01-22, review, 2, 
2,0,0, shrMOQmX_SX-KualwYoAzA, 0, 3, 2013-10-16, review, 1, 
6,0,0, shrMOQmX_SX-KualwYoAzA, 0, 3, 2014-01-12, review, 0, 
6,0,1, shrMOQmX_SX-KualwYoAzA, 0, 3, 2014-01-23, review, 1, 
3,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2008-09-07, review, 2, 
7,0,1, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2009-01-21, review, 2, 
0,0,1, SWzCFTM7KHc-MncD6xxOYQ, 1, 5, 2009-02-22, review, 2, 
3,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2009-03-04, review, 1, 
3,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2009-05-26, review, 1, 
1,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2010-06-06, review, 1, 
0,3,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2010-07-31, review, 1, 
1,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2010-11-06, review, 1, 
1,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 3, 2011-04-04, review, 1, 
1,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2011-05-06, review, 0, 
1,0,0, SWzCFTM7KHc-MncD6xxOYQ, 1, 1, 2011-06-02, review, 0, 
15,0,1, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2011-08-31, review, 1, 
3,1,1, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2011-10-31, review, 0, 
3,0,1, SWzCFTM7KHc-MncD6xxOYQ, 1, 4, 2011-12-13, review, 1, 
5,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2012-01-10, review, 0, 
3,2,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2012-02-18, review, 0, 
8,5,4, SWzCFTM7KHc-MncD6xxOYQ, 2, 5, 2012-05-08, review, 2, 
5,2,5, SWzCFTM7KHc-MncD6xxOYQ, 2, 5, 2012-05-08, review, 3, 
7,2,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2012-08-06, review, 0, 
3,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2012-08-07, review, 0, 
0,2,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2012-11-21, review, 0, 
0,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2012-11-21, review, 1, 
8,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2012-11-30, review, 0, 
0,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2013-01-19, review, 0, 
4,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2013-03-20, review, 0, 
13,4,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 4, 2013-06-20, review, 0, 
7,2,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2013-07-06, review, 1, 
4,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2013-08-10, review, 0, 
4,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2013-08-16, review, 0, 
6,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 2, 2013-10-28, review, 1, 
3,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2013-11-16, review, 0, 
2,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-06-16, review, 0, 
2,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-06-22, review, 0, 
6,3,1, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-07-27, review, 1, 
5,0,2, SWzCFTM7KHc-MncD6xxOYQ, 1, 5, 2014-07-29, review, 1, 
4,6,1, SWzCFTM7KHc-MncD6xxOYQ, 2, 1, 2014-08-27, review, 5, 
4,1,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-08-28, review, 0, 
1,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-08-30, review, 0, 
2,0,0, SWzCFTM7KHc-MncD6xxOYQ, 0, 5, 2014-11-04, review, 0, 
4,1,1, lVB0HB2PxC9OTtMcz0wagA, 1, 3, 2008-10-16, review, 3, 
4,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2009-11-02, review, 1, 
5,4,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2010-03-01, review, 2, 
5,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2010-04-08, review, 1, 
0,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2010-07-05, review, 0, 
5,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2010-12-02, review, 0, 
2,1,4, lVB0HB2PxC9OTtMcz0wagA, 4, 5, 2010-12-07, review, 4, 
7,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2011-02-28, review, 2, 
3,3,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2011-06-20, review, 0, 
5,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2011-07-21, review, 1, 
1,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2011-08-07, review, 0, 
6,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2011-08-28, review, 1, 
7,2,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2011-08-30, review, 1, 
1,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2011-11-27, review, 1, 
1,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2012-04-02, review, 0, 
9,2,1, lVB0HB2PxC9OTtMcz0wagA, 1, 5, 2012-07-22, review, 1, 
2,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2012-09-22, review, 0, 
3,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2012-09-26, review, 0, 
1,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2013-01-02, review, 0, 
2,2,0, lVB0HB2PxC9OTtMcz0wagA, 2, 3, 2013-02-28, review, 1, 
6,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-03-15, review, 1, 
7,7,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-06-14, review, 0, 
4,3,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2013-06-18, review, 0, 
0,3,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-07-19, review, 0, 
6,2,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2013-08-18, review, 0, 
2,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-08-31, review, 0, 
1,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-09-04, review, 0, 
5,2,0, lVB0HB2PxC9OTtMcz0wagA, 4, 5, 2013-09-07, review, 3, 
2,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2013-09-15, review, 0, 
7,3,2, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-10-13, review, 1, 
5,1,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-11-05, review, 0, 
1,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2013-12-12, review, 1, 
2,0,2, lVB0HB2PxC9OTtMcz0wagA, 2, 4, 2014-01-26, review, 3, 
3,7,0, lVB0HB2PxC9OTtMcz0wagA, 1, 2, 2014-02-18, review, 2, 
7,4,1, lVB0HB2PxC9OTtMcz0wagA, 2, 4, 2014-02-22, review, 2, 
15,3,1, lVB0HB2PxC9OTtMcz0wagA, 2, 5, 2014-05-30, review, 2, 
8,4,0, lVB0HB2PxC9OTtMcz0wagA, 1, 5, 2014-07-02, review, 1, 
0,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 1, 2014-09-12, review, 0, 
12,3,1, lVB0HB2PxC9OTtMcz0wagA, 0, 4, 2014-09-23, review, 1, 
2,0,0, lVB0HB2PxC9OTtMcz0wagA, 0, 5, 2014-10-15, review, 0, 
1,2,0, lVB0HB2PxC9OTtMcz0wagA, 0, 3, 2014-12-14, review, 0, 
1,0,3, 3jPNfiRYdu-tlJM4OGF3og, 5, 4, 2009-11-30, review, 1, 
7,0,1, 3jPNfiRYdu-tlJM4OGF3og, 0, 4, 2011-09-09, review, 2, 
3,1,2, 3jPNfiRYdu-tlJM4OGF3og, 2, 4, 2011-12-01, review, 2, 
0,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2009-06-07, review, 1, 
3,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2009-08-17, review, 0, 
12,10,0, 41CXLCeB8z2oNdIOvnrzIA, 1, 5, 2010-05-20, review, 2, 
5,2,0, 41CXLCeB8z2oNdIOvnrzIA, 1, 1, 2010-05-21, review, 3, 
1,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2010-07-19, review, 1, 
2,0,1, 41CXLCeB8z2oNdIOvnrzIA, 1, 3, 2010-12-15, review, 4, 
4,9,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2011-06-16, review, 1, 
1,6,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 1, 2011-06-19, review, 2, 
3,5,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2011-06-19, review, 1, 
7,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2011-06-26, review, 3, 
3,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2011-07-04, review, 1, 
6,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2011-08-03, review, 0, 
3,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2011-08-20, review, 1, 
2,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2011-10-16, review, 2, 
7,2,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2012-05-04, review, 1, 
7,3,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2012-05-29, review, 1, 
6,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2012-05-29, review, 1, 
7,10,1, 41CXLCeB8z2oNdIOvnrzIA, 2, 1, 2012-07-02, review, 2, 
6,4,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2012-09-18, review, 1, 
5,3,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2012-09-18, review, 2, 
5,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2012-09-27, review, 2, 
2,3,1, 41CXLCeB8z2oNdIOvnrzIA, 2, 1, 2013-04-28, review, 3, 
4,2,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 1, 2013-05-20, review, 0, 
7,4,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2013-07-05, review, 0, 
2,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2013-09-15, review, 0, 
4,3,1, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2014-05-28, review, 1, 
4,2,1, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2014-06-02, review, 1, 
7,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 1, 2014-07-08, review, 0, 
3,3,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2014-07-12, review, 0, 
4,2,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 2, 2014-07-12, review, 0, 
5,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2014-08-05, review, 0, 
1,0,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 4, 2014-08-06, review, 0, 
5,1,0, 41CXLCeB8z2oNdIOvnrzIA, 0, 3, 2014-10-01, review, 0, 
0,0,0, YKQ09HGeV3_oiKp8NK7Zqg, 0, 3, 2012-09-16, review, 0, 
4,1,0, YKQ09HGeV3_oiKp8NK7Zqg, 0, 4, 2014-03-28, review, 0, 
3,3,0, YKQ09HGeV3_oiKp8NK7Zqg, 0, 4, 2014-07-04, review, 0, 
8,3,1, gFT2yXDXJ1qfuGOSfSU5Bw, 2, 5, 2006-07-27, review, 2, 
13,3,1, gFT2yXDXJ1qfuGOSfSU5Bw, 2, 5, 2006-11-23, review, 2, 
5,0,1, gFT2yXDXJ1qfuGOSfSU5Bw, 1, 5, 2008-03-20, review, 2, 
7,4,1, gFT2yXDXJ1qfuGOSfSU5Bw, 4, 4, 2008-10-26, review, 1, 
6,5,2, gFT2yXDXJ1qfuGOSfSU5Bw, 5, 4, 2009-01-21, review, 2, 
0,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2009-06-16, review, 2, 
4,4,1, gFT2yXDXJ1qfuGOSfSU5Bw, 1, 4, 2009-07-01, review, 1, 
4,0,1, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2009-11-30, review, 1, 
10,3,2, gFT2yXDXJ1qfuGOSfSU5Bw, 2, 5, 2010-07-03, review, 3, 
7,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2010-08-30, review, 2, 
11,5,2, gFT2yXDXJ1qfuGOSfSU5Bw, 2, 5, 2011-02-07, review, 7, 
4,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2011-03-21, review, 0, 
1,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 1, 2, 2011-05-22, review, 4, 
16,6,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2011-05-23, review, 1, 
3,1,7, gFT2yXDXJ1qfuGOSfSU5Bw, 7, 2, 2011-06-07, review, 6, 
1,3,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2012-01-12, review, 0, 
2,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2012-01-29, review, 0, 
4,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2012-02-29, review, 0, 
1,4,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2012-03-20, review, 1, 
5,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2012-04-16, review, 0, 
2,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2012-06-01, review, 0, 
6,2,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2012-07-28, review, 0, 
3,2,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2012-08-13, review, 1, 
7,2,1, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2012-08-17, review, 1, 
5,3,1, gFT2yXDXJ1qfuGOSfSU5Bw, 3, 5, 2012-12-27, review, 1, 
6,2,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2013-03-14, review, 0, 
7,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2013-03-18, review, 0, 
2,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2013-04-29, review, 0, 
3,3,1, gFT2yXDXJ1qfuGOSfSU5Bw, 1, 5, 2013-05-09, review, 1, 
16,5,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2013-05-24, review, 1, 
5,7,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2013-11-12, review, 0, 
5,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2014-01-07, review, 0, 
5,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2014-02-18, review, 0, 
6,2,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2014-03-01, review, 1, 
4,3,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2014-03-01, review, 0, 
5,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 2, 2014-03-06, review, 0, 
0,0,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2014-03-24, review, 0, 
3,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 3, 2014-03-29, review, 0, 
4,3,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 5, 2014-05-10, review, 0, 
6,0,1, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 1, 2014-06-04, review, 1, 
0,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2014-06-27, review, 0, 
2,1,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 2, 2014-07-11, review, 0, 
7,2,0, gFT2yXDXJ1qfuGOSfSU5Bw, 0, 4, 2014-12-28, review, 0, 
20,9,9, gFT2yXDXJ1qfuGOSfSU5Bw, 10, 3, 2015-01-08, review, 13, 
2,0,0, cg8b1FGcl-Sytfa8UlCcjg, 0, 5, 2012-07-20, review, 0, 
8,0,0, cg8b1FGcl-Sytfa8UlCcjg, 0, 5, 2012-12-20, review, 0, 
12,3,0, cg8b1FGcl-Sytfa8UlCcjg, 0, 5, 2013-07-11, review, 0, 
4,0,0, cg8b1FGcl-Sytfa8UlCcjg, 0, 5, 2013-08-28, review, 0, 
0,1,0, cg8b1FGcl-Sytfa8UlCcjg, 0, 1, 2013-09-16, review, 0, 
6,2,2, UQSGL98JH8346Uv9B9Ec0g, 2, 4, 2009-01-21, review, 2, 
5,1,1, UQSGL98JH8346Uv9B9Ec0g, 1, 3, 2009-02-11, review, 2, 
3,7,3, UQSGL98JH8346Uv9B9Ec0g, 3, 3, 2009-07-21, review, 4, 
6,0,1, UQSGL98JH8346Uv9B9Ec0g, 1, 2, 2010-11-13, review, 3, 
9,0,0, UQSGL98JH8346Uv9B9Ec0g, 0, 3, 2011-03-02, review, 2, 
1,1,0, UQSGL98JH8346Uv9B9Ec0g, 0, 2, 2011-08-26, review, 0, 
3,3,2, UQSGL98JH8346Uv9B9Ec0g, 1, 3, 2012-02-10, review, 1, 
7,1,0, UQSGL98JH8346Uv9B9Ec0g, 0, 3, 2012-02-24, review, 0, 
1,0,1, UQSGL98JH8346Uv9B9Ec0g, 1, 5, 2013-07-07, review, 1, 
3,2,0, UQSGL98JH8346Uv9B9Ec0g, 1, 2, 2013-08-17, review, 0, 
2,0,0, UQSGL98JH8346Uv9B9Ec0g, 0, 4, 2013-08-31, review, 0, 
2,2,3, UQSGL98JH8346Uv9B9Ec0g, 3, 4, 2013-09-04, review, 3, 
4,1,6, UQSGL98JH8346Uv9B9Ec0g, 2, 5, 2013-12-02, review, 5, 
3,2,1, UQSGL98JH8346Uv9B9Ec0g, 1, 4, 2014-09-23, review, 1, 
9,0,1, kj3qws3WSMgOotUeACSdFA, 0, 5, 2007-07-09, review, 1, 
10,2,1, kj3qws3WSMgOotUeACSdFA, 1, 5, 2008-09-18, review, 2, 
0,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2008-09-21, review, 0, 
2,1,1, kj3qws3WSMgOotUeACSdFA, 1, 5, 2008-09-25, review, 2, 
2,3,1, kj3qws3WSMgOotUeACSdFA, 1, 3, 2009-06-15, review, 1, 
4,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2009-07-02, review, 0, 
5,1,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2009-07-30, review, 1, 
4,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2010-05-03, review, 2, 
5,2,2, kj3qws3WSMgOotUeACSdFA, 0, 5, 2010-05-17, review, 3, 
10,2,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2010-06-27, review, 1, 
3,0,1, kj3qws3WSMgOotUeACSdFA, 1, 5, 2010-07-08, review, 2, 
3,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2010-07-11, review, 1, 
2,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2010-09-07, review, 2, 
1,2,0, kj3qws3WSMgOotUeACSdFA, 1, 3, 2010-09-08, review, 1, 
1,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2010-09-29, review, 0, 
0,3,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2010-10-30, review, 0, 
13,2,2, kj3qws3WSMgOotUeACSdFA, 2, 5, 2011-01-22, review, 5, 
6,2,4, kj3qws3WSMgOotUeACSdFA, 2, 5, 2011-02-22, review, 5, 
5,2,0, kj3qws3WSMgOotUeACSdFA, 0, 3, 2011-02-26, review, 0, 
13,1,2, kj3qws3WSMgOotUeACSdFA, 2, 5, 2011-03-20, review, 5, 
1,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2011-06-10, review, 1, 
5,1,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2011-06-11, review, 1, 
1,2,0, kj3qws3WSMgOotUeACSdFA, 0, 1, 2011-06-13, review, 1, 
11,0,3, kj3qws3WSMgOotUeACSdFA, 3, 4, 2011-09-12, review, 4, 
8,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2011-09-14, review, 1, 
0,0,0, kj3qws3WSMgOotUeACSdFA, 1, 5, 2012-01-15, review, 0, 
0,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2012-08-03, review, 0, 
6,0,1, kj3qws3WSMgOotUeACSdFA, 0, 4, 2012-08-16, review, 2, 
